id,text,label
1323,[CLS] The <e1>removal</e1> duplicate songs is done with the user-friendly start-up <e2>wizard</e2> [SEP],0
1324,"[CLS] The <e1>recession</e1> caused by the <e2>stock bubble</e2> was relatively mild, but so was the recovery [SEP]",7
1325,[CLS] The <e1>oil</e1> was contained in a massive <e2>tank</e2> in the basement storage room [SEP],11
1326,"[CLS] In philosophy, the <e1>brain</e1> in a <e2>vat</e2> is an element used in a variety of thought experiments intended to draw out certain features of our ideas of knowledge [SEP]",11
1327,[CLS] My <e1>mother</e1> bakes the puddings in a lidded <e2>dish</e2> which results in no skin and little caramelisation [SEP],3
1328,[CLS] <e1>Citizenship</e1> was finally awarded to the <e2>immigrant</e2> [SEP],9
1329,[CLS] Show 1 in the series is a <e1>documentary</e1> detailing the first <e2>stages</e2> of the celebrity students' conductor training as they enter into a week long 'Baton Camp' [SEP],13
1330,"[CLS] I thought sometimes I saw the flash of distant spires, the sunny gleam of upland pastures, the soft <e1>undulation</e1> of purple <e2>hills</e2> [SEP]",0
1331,[CLS] Three poor seal <e1>pups</e1> rescued from the Yorkshire coast were released back into the <e2>wild</e2> at Seal Sands on Teesside [SEP],9
1332,"[CLS] Science and faith collide when a <e1>bottle</e1> full of flowing green <e2>goo</e2> is determined to NOT be dormitory food, but something altogether more sinister [SEP]",12
1333,"[CLS] In the Senate, the <e1>sizzle</e1> comes from an issue ad <e2>bill</e2> from Dem Sen. Jon Erpenbach [SEP]",7
1334,"[CLS] As you see, it very easily pulls away and the <e1>strings</e1> of the spaghetti <e2>squash</e2> come out relatively easy here [SEP]",2
1335,"[CLS] Air circulates through the <e1>arm</e1> of the <e2>machine</e2>, creating a gentle vacuum that can attract a page and guide it from the right side of the book to the left [SEP]",2
1336,[CLS] The <e1>evidence</e1> comes from Nasa's Mars reconnaissance <e2>orbiter</e2> which spied a series of depressions linked by what look like drainage channels [SEP],17
1337,[CLS] To that end the <e1>rig</e1> of the <e2>ship</e2> and the style of operation have the simplicity [SEP],2
1338,"[CLS] Cali, Colombia, for their series of articles on the <e1>emergency</e1> caused by a <e2>landslide</e2> on the highway leading to the coast [SEP]",7
1339,[CLS] The financial <e1>losses</e1> caused by the <e2>earthquake</e2> were estimated at $7 million [SEP],7
1340,[CLS] The <e1>tiger</e1> is moving into a new <e2>territory</e2> [SEP],9
1341,[CLS] The government research <e1>grant</e1> was given to a top <e2>school</e2> to boost its research activities [SEP],9
1342,[CLS] The <e1>position</e1> of the OECD has been criticized in <e2>literature</e2> [SEP],14
1343,[CLS] The December 26th <e1>tsunami</e1> <e2>disaster</e2> is an example of a tsunami which was triggered by an earthquake [SEP],8
1344,"[CLS] The <e1>violence</e1> resulted in the <e2>death</e2> of police ""capo"" Filippo Raciti, which caused widespread soul-searching and a week-long suspension of Italian football [SEP]",8
1345,[CLS] There's a <e1>crowd</e1> of <e2>reasons</e2> we get the flu in winter [SEP],6
1346,[CLS] A <e1>train</e1> ran into a <e2>cattle</e2> on the railroad [SEP],9
1347,"[CLS] The <e1>engineer</e1>'s <e2>scale</e2> came into existence when machining parts required a greater precision than the usual, binary fractionalization of the inch [SEP]",3
1348,"[CLS] <e1>Discomfort</e1> from <e2>braces</e2> is similar to that of working out at the gym - the first few days you know you' done something different, but then the body adapts and the discomfort disappears [SEP]",7
1349,"[CLS] Because the <e1>fire</e1> was caused by <e2>fireworks</e2>, costs associated with suppressing the fire were also applied [SEP]",7
1350,[CLS] <e1>Workers</e1> build the <e2>comb</e2> from wax extruded from glands under their abdomen [SEP],15
1351,[CLS] These and many other <e1>stories</e1> are used by the new <e2>scientists</e2> in order to support their theory [SEP],4
1352,"[CLS] After the source material and substrates were arranged, the small quartz <e1>tube</e1> was placed inside the 50-cm-long horizontal tube <e2>furnace</e2> [SEP]",9
1353,"[CLS] But largely they were of the rose kind, and, in the bloomy <e1>ring</e1> of wedded <e2>dames</e2>, sighed to in canzons, ' fair friends"" of knight and poet, but saw themselves a little further on [SEP]",6
1354,[CLS] The Titan heats the dermis to cause collagen contraction while ensuring <e1>preservation</e1> the epidermis through continuous <e2>cooling</e2> [SEP],7
1355,"[CLS] Ancient Roman <e1>sewer</e1> <e2>grate</e2> made out of lime sandstone, 1st century AD, excavated at Vindobona [SEP]",1
1356,"[CLS] There have been various stories about the <e1>origin</e1> of the Chinese <e2>script</e2>, with nearly all ancient writers attributing it to a man named Cangjie [SEP]",18
1357,[CLS] The spiral <e1>light</e1> was caused by the <e2>missile</e2> [SEP],7
1358,[CLS] One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the <e1>scandal</e1> resulted in the <e2>resignation</e2> of the editor-in-chief [SEP],8
1359,[CLS] The manager has added background text <e1>watermarks</e1> into the existing PDF <e2>file</e2> [SEP],9
1360,[CLS] In the course of the <e1>discussion</e1> it was pointed out that middle-class and lower-class <e2>people</e2> in the United States also seem to react differently to work [SEP],13
1361,[CLS] It is a <e1>scrawl</e1> by an <e2>artist</e2> to portray that which cannot be portrayed even on a canvas as big and large as the heavens [SEP],16
1362,[CLS] Many of the <e1>passengers</e1> took the <e2>shuttle</e2> to town and turned around in ten minutes retreating back to the comfort of the air-conditioned ship [SEP],3
1363,[CLS] Another <e1>deputy</e1> from coalition <e2>party</e2> resigns in Turkey [SEP],5
1364,"[CLS] <e1>Bed sores</e1> (also known as: pressure sores, decubitus ulcers or pressure ulcers) are caused by <e2>pressure</e2>, which cuts off blood flow to parts of the body [SEP]",7
1365,"[CLS] The ""underdog"" prize is awarded to the <e1>driver</e1> who wins the race with a <e2>car</e2> in the lowest PI of the field [SEP]",3
1366,[CLS] The aim of this <e1>section</e1> is a brief review of the <e2>clinical aspects</e2> of ITP in pregnancy [SEP],13
1367,[CLS] A <e1>farmer</e1> erected the <e2>disguise</e2> in 2000 out of hundreds of 8ftx4ft bales of straw and covered the top with blue tarpaulin [SEP],15
1368,"[CLS] When I was growing up in Washington, my grandmother fed a <e1>nursery</e1> of <e2>raccoons</e2> every night [SEP]",6
1369,[CLS] The <e1>fat</e1> migrated into enrobing <e2>chocolate</e2> [SEP],9
1370,[CLS] The <e1>presentation</e1> generated <e2>debate</e2> and there was general discussion on how journalists can better equip themselves to handle the challenges [SEP],8
1371,[CLS] Drawing my bow across the string sometimes results in the <e1>stick</e1> of the <e2>bow</e2> bouncing/vibrating up and down [SEP],2
1372,"[CLS] Rich in high-quality protein and other nutrients, <e1>soy</e1> <e2>flour</e2> also adds a pleasant texture and flavor to a variety of products [SEP]",18
1373,"[CLS] A custom <e1>clothier</e1> makes custom <e2>garments</e2> one at a time, to order [SEP]",15
1374,[CLS] Uncooked steak is placed on the top <e1>shelf</e1> of the <e2>refrigerator</e2> and uncovered roast chicken on the bottom shelf [SEP],2
1375,"[CLS] Hedgehogs annoy only their political opposition, while foxes annoy across the political spectrum, in part because the smartest foxes cherry-pick idea fragments from the whole <e1>array</e1> of <e2>hedgehogs</e2> [SEP]",6
1376,"[CLS] The plot here involves a <e1>cache</e1> of stolen <e2>jewels</e2> and gold bars, which were confiscated at the end of World War II [SEP]",6
1377,[CLS] <e1>Dentists</e1> use <e2>sedation</e2> in order to provide an anxiety-free dental experience [SEP],3
1378,"[CLS] On my backpacking trip, the <e1>insoles</e1> caused a hot <e2>spot</e2> on the left side of my right heel and a blister on the right side of my left heel [SEP]",8
1379,[CLS] The <e1>chip</e1> was implanted into the <e2>pet</e2> [SEP],9
1380,[CLS] The <e1>weapon</e1> was hidden in what appears to be a <e2>mobile phone</e2> [SEP],11
1381,"[CLS] The Code applies to all <e1>sponsorship</e1> related to <e2>corporate image</e2>, brands, products, services activities or events of any kind [SEP]",0
1382,"[CLS] The following <e1>excerpt</e1> was a part of the <e2>article</e2>: ""Some say it feels like a scene from a Norman Rockwell painting as families gather in front of the picturesque performing arts center. [SEP]",17
1383,[CLS] <e1>Cities</e1> produce surprisingly low carbon <e2>emissions</e2> per capita [SEP],8
1384,[CLS] A tiny Serbian <e1>village</e1> has put up a <e2>statue</e2> in honour of its adopted patron - Sylvester Stallone's Rocky [SEP],0
1385,[CLS] I found a <e1>bottle</e1> with 5 <e2>fentermine</e2> in it yesterday [SEP],12
1386,"[CLS] Cayenne <e1>pepper</e1> is a miracle cure for <e2>ulcers</e2> and so many other conditions, plus aids assimilation of nutrients and vitamins [SEP]",0
1387,[CLS] The <e1>stethoscope</e1> lets the <e2>doctor</e2> hear your heartbeat and the way your lungs sound [SEP],4
1388,[CLS] The cold <e1>temperature waves</e1> are flowing into the <e2>desert</e2> [SEP],9
1389,"[CLS] When the <e1>soul</e1> left the <e2>body</e2>, it was at the first moment quite unclothed, as at birth [SEP]",17
1390,"[CLS] A small supply of <e1>butter</e1> was in a <e2>jar</e2> that stood on the hearth, and the eggs were kept in a basket that hung on a peg nearby [SEP]",11
1391,"[CLS] The authentic-looking, powerful <e1>film</e1> is concerned with the <e2>problems</e2> of trade unionism, corruption and racketeering [SEP]",13
1392,[CLS] He slowly inserted the <e1>disk</e1> into the removable <e2>disk drive</e2> [SEP],9
1393,[CLS] The <e1>handgrip</e1> of the <e2>gun</e2> is standard plastic but with two rubber insets which make the unit feel very comfortable in your hand [SEP],2
1394,[CLS] The <e1>tourist</e1> was taking a trip into the amazing <e2>jungle</e2> of Amazon [SEP],9
1395,[CLS] The newly elected president is making a <e1>speech</e1> addressing the latest <e2>threat</e2> to this countries economy and people [SEP],13
1396,[CLS] The <e1>software</e1> lets the <e2>teleworker</e2> closely associate his IP soft phone with other public switched telephone network (PSTN) connections [SEP],4
1397,"[CLS] Excluding the current <e1>outbreaks</e1> caused by the H5N1 <e2>virus</e2>, only 24 outbreaks of highly pathogenic avian influenza have been recorded worldwide since 1959 [SEP]",7
1398,[CLS] The <e1>group</e1> tried assessment of vigilance through a brief pencil and paper letter cancellation <e2>task</e2> [SEP],3
1399,[CLS] Tom Reynold's brought his first barrel of flour from DeTour on a <e1>jumper</e1> drawn by an <e2>ox</e2> [SEP],0
1400,[CLS] <e1>Alternators</e1> generate <e2>electricity</e2> by the same principle as DC generators [SEP],7
1401,[CLS] The site has a <e1>lounge</e1> of dedicated <e2>lizards</e2> who vote out anyone with whom they do not agree [SEP],6
1402,"[CLS] A Chinese food container set on top of something sticky was lifted up and tore, leaving a shred of cardboard glued to the <e1>shelf</e1> of the <e2>refrigerator</e2> [SEP]",2
1403,"[CLS] French-style pate is in fact easier to make than my <e1>grandmother</e1>'s chopped <e2>liver</e2>, which called for rendering chicken fat [SEP]",0
1404,[CLS] Silverwoods set up small distribution points through Southern Ontario where the packaged <e1>milk</e1> was delivered from the city <e2>dairy</e2> via large tractor trailers then it was reloaded on smaller route trucks that distributed it to the stores in a certain area surrounding the distribution depot [SEP],17
1405,[CLS] Many of the 550 <e1>deaths</e1> are directly and intentionally caused by the <e2>physician</e2> but not reported as euthanasia because they lacked consent [SEP],7
1406,[CLS] The purpose of this is to slow or reduce decay in the <e1>stem</e1> of the <e2>tree</e2> or limb [SEP],2
1407,[CLS] He clicked the left <e1>key</e1> of the <e2>mouse</e2> in order to copy the chosen translation to the clipboard [SEP],2
1408,"[CLS] The mighty chaos warships let down a <e1>hailstorm</e1> of <e2>gunships</e2> and drop pods, flooding the planet with vile and corrupted plague marines [SEP]",6
1409,[CLS] He opened up the <e1>nostrils</e1> in the <e2>nose</e2> a bit to fit the left and right winglets into it [SEP],2
1410,[CLS] In Japan I was able to bring a <e1>bottle</e1> with <e2>water</e2> in it through security on my way to Singapore [SEP],12
1411,"[CLS] At that time, it issued a <e1>card</e1> <e2>deck</e2> in the hopes of paving the way to regime change and, eventually, large-scale war crimes proceedings [SEP]",5
1412,"[CLS] The paperback <e1>pamphlet</e1> was put inside a <e2>binder</e2>, as shown below [SEP]",9
1413,[CLS] Although the guards searched his car and opened a <e1>suitcase</e1> with <e2>tracts</e2> in it they did not notice the illegal materials [SEP],12
1414,[CLS] John Chaney is found home on the range herding <e1>cattle</e1> on his Clarksburg <e2>farm</e2> [SEP],0
1415,[CLS] The inhabitants send messages to each other by placing the <e1>message</e1> in a <e2>capsule</e2> and placing the capsule in a message tube [SEP],9
1416,[CLS] New <e1>plans</e1> are outlined for another wind <e2>farm</e2> in north Devon of no more than four turbines [SEP],0
1417,[CLS] Two <e1>universities</e1> entered in <e2>collaboration</e2> focusing on development of plant biotechnology [SEP],0
1418,"[CLS] Using her tail, the <e1>female</e1> digs a trough-shaped <e2>nest</e2>, called a redd (Scandinavian word for ""nest""), in the gravel of the stream bed [SEP]",15
1419,[CLS] The handle of the bow is made of wood and the <e1>strings</e1> of the <e2>bow</e2> are actually horsehair from horses' tails [SEP],2
1420,[CLS] This <e1>recogniser</e1> works with a <e2>vocabulary</e2> of up to several hundred words [SEP],1
1421,"[CLS] The inner <e1>strands</e1> of the <e2>mop</e2> are twisted very little, while the outer strands have farther to go and thus receive more of the torque, or twisting force [SEP]",2
1422,[CLS] A cafe <e1>owner</e1> thought up an unlikely beverage that has created a 'miracle' <e2>cure</e2> [SEP],0
1423,[CLS] We inserted <e1>marks</e1> into the heap profiling <e2>output</e2> programmatically [SEP],9
1424,[CLS] The <e1>actress</e1> went into <e2>cardiac arrest</e2> [SEP],0
1425,"[CLS] The boat <e1>rides</e1> leave from the <e2>harbour</e2> at Avoch, chugging out into the firth in search of bottle nose dolphins [SEP]",0
1426,"[CLS] But a <e1>confederacy</e1> of different <e2>republics</e2> has, in many instances, existed and flourished for a long time together [SEP]",6
1427,[CLS] He fumbled at his shirt and pulled out a <e1>wad</e1> of <e2>bank-notes</e2> tied with a string [SEP],6
1428,[CLS] New Western <e1>customs</e1> moved into the traditional Asian <e2>culture</e2> [SEP],9
1429,"[CLS] Besieged by questions, the <e1>girl</e1> started a <e2>blog</e2> to defend herself, and to capitalise on her newfound fame [SEP]",15
1430,[CLS] The <e1>stamp</e1> was inside a <e2>box</e2> for a double pack [SEP],11
1431,"[CLS] He had a huge <e1>zoo</e1> of <e2>animals</e2>, savage beasts from the far parts of the world, but that wasn't enough for him [SEP]",6
1432,"[CLS] Starring an unforgettable <e1>husk</e1> of lively <e2>hares</e2>, the volume is set to nurture the positive presence of loved ones, - powerful players in the development of emotive resilience... and for the living of dreams [SEP]",6
1433,"[CLS] God, I'm glad that <e1>car</e1> had <e2>seat belts</e2> [SEP]",1
1434,[CLS] The <e1>pliers</e1> belong to John's <e2>electrician</e2> [SEP],4
1435,[CLS] This readable <e1>book</e1> is the product of Darwin's amazing <e2>journey</e2> aboard the Beagle [SEP],0
1436,"[CLS] It should also train all public officials and civil servants to refrain from discriminating against this group, according to a new <e1>report</e1> by the European affairs <e2>committee</e2> [SEP]",16
1437,[CLS] The illicit <e1>guns</e1> flow into this <e2>country</e2> through Mexican gangs [SEP],9
1438,"[CLS] The control <e1>layout</e1> in the cabin comprises <e2>computer displays</e2>, traditional control panels and two joysticks for con- trolling the crane arm [SEP]",1
1439,[CLS] The remainder of this <e1>report</e1> had relation to the <e2>payment</e2> of the loan from the bank [SEP],13
1440,[CLS] The BM purchased from Stevens in December 1861 a <e1>parcel</e1> of 116 <e2>birds</e2> from various localities including Mysol [SEP],6
1441,[CLS] A <e1>string</e1> of <e2>pack-ponies</e2> trotted through the pines behind them [SEP],6
1442,"[CLS] He scored 10 out of 14, performed below his rating at 2474, but still was the <e1>striker</e1> of the <e2>team</e2> [SEP]",5
1443,"[CLS] Just like in Oyo State, Obasanjo sired a <e1>clique</e1> of <e2>renegades</e2>, who believe that the State treasury is their birthright [SEP]",6
1444,[CLS] A <e1>factory</e1> for <e2>cars</e2> and spareparts was built in Russia [SEP],15
1445,[CLS] The new <e1>software</e1> is shipped to the major <e2>distributors</e2> [SEP],9
1446,"[CLS] After an hour after lunch break, Kenny and Randy spotted a <e1>herd</e1> of <e2>boars</e2> in a common feeding area [SEP]",6
1447,[CLS] He puts a driver bit that fits the <e1>screw</e1> in the drill press <e2>chuck</e2> [SEP],0
1448,[CLS] There was be just sufficient time for him to go there and return before the <e1>boat</e1> had left the <e2>shore</e2> [SEP],17
1449,"[CLS] Love didn't find success initially as he bounced from one therapist to another, but eventually found a <e1>therapist</e1> with a <e2>program</e2> that worked for him [SEP]",3
1450,[CLS] The <e1>defendant</e1> was acting from his own <e2>computer</e2> in London [SEP],0
1451,[CLS] The local <e1>newspaper</e1> keeps New Brighton residents informed on various <e2>events</e2> in the city [SEP],13
1452,[CLS] The combined <e1>beam</e1> forms a picture using a light <e2>valve</e2> [SEP],3
1453,[CLS] The <e1>music</e1> was composed by a <e2>musician</e2> who was not known outside his village [SEP],16
1454,"[CLS] <e1>Smoke</e1> from wood <e2>fires</e2> in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157 [SEP]",7
1455,[CLS] Those <e1>aliens</e1> travel to the deep <e2>space</e2> in seconds [SEP],9
1456,"[CLS] The <e1>user</e1> is cooling a processor with a power usage of 35W, using a conventional <e2>heatsink</e2> [SEP]",3
1457,[CLS] The <e1>increase</e1> is caused by the <e2>absorption</e2> of UV radiation by the oxygen and ozone [SEP],7
1458,[CLS] The tray is also used to hold the <e1>cutlery</e1> in a kitchen <e2>drawer</e2> [SEP],11
1459,[CLS] The court sent the <e1>drug addict</e1> into <e2>hibernation</e2> [SEP],0
1460,[CLS] Another small <e1>devision</e1> of <e2>archers</e2> was sent towards Gots to inforse united army [SEP],6
1461,"[CLS] The group made the <e1>cover</e1> of Rolling Stone <e2>magazine</e2> on March 29, 1973, 3 months after this was released [SEP]",2
1462,[CLS] They show that substantial <e1>intelligence</e1> was gained from pocket <e2>litter</e2> (materials found on detainees when they were captured) [SEP],17
1463,"[CLS] On Wednesday High Speed Two, a government-backed <e1>company</e1> of engineers and experts who have drawn up the <e2>proposals</e2>, gave their report to Adonis [SEP]",15
1464,"[CLS] To pass the time, he put a <e1>penny</e1> into two different coin-operated weight <e2>machines</e2> and got readings of 106 pounds and 200 pounds [SEP]",9
1465,[CLS] Their <e1>texts</e1> made reference to ancient <e2>civilisation</e2> like Atlantis [SEP],13
1466,[CLS] Take medicine to reduce sneezing and <e1>coughing</e1> from <e2>allergies</e2> [SEP],7
1467,[CLS] We had breakfast and the <e1>chai</e1> was in a <e2>glass</e2> which I found a little strange [SEP],11
1468,[CLS] Multi-keypad <e1>devices</e1> are added into upcoming AT&T <e2>phones</e2> [SEP],9
1469,"[CLS] Many of the <e1>ingredients</e1> in a gourmet <e2>basket</e2> are vaguely familiar, but they have been taken to the ultimate level in luxury [SEP]",11
1470,[CLS] A <e1>device</e1> consisting of fixed and moving <e2>parts</e2> that modifies mechanical energy and transmits it in a more useful form [SEP],1
1471,"[CLS] As discussed in the <e1>literature</e1>, several experimental <e2>problems</e2> have not been solved [SEP]",13
1472,"[CLS] The safety <e1>valve</e1> of the first <e2>tank</e2> was actuated after 16 min and 27 s, while the safety valve of the second tank was actuated after 16 min and 53 s [SEP]",2
1473,[CLS] <e1>Authors</e1> use a RadioButtonGroup <e2>control</e2> for this purpose [SEP],3
1474,[CLS] 200000 <e1>doses</e1> of smallpox vaccine have been shipped to 35 <e2>states</e2> [SEP],9
1475,[CLS] <e1>Ferrets</e1> in a <e2>sack</e2> show more politesse [SEP],11
1476,"[CLS] In this slideshow, images and quotes by <e1>artists</e1> from past <e2>seasons</e2> of Art:21 are juxtaposed to create a portrait of architecture in contemporary art [SEP]",17
1477,[CLS] The <e1>urine</e1> was drained into the urine <e2>bag</e2> [SEP],9
1478,[CLS] Showing interest in something is a large step towards <e1>happiness</e1> after <e2>depression</e2> [SEP],0
1479,"[CLS] The green <e1>suitcase</e1> was inside a larger tan <e2>suitcase</e2>, which also contained a set of baby rosary beads, a religious picture, a picture of a 5-year-old girl and a card that read ""Birthday Prayer"" [SEP]",11
1480,"[CLS] By now, my <e1>friends</e1> are familiar with my almost english <e2>obsession</e2> with toast [SEP]",0
1481,"[CLS] Two <e1>plants</e1> were producing cold-smoked <e2>salmon</e2>, the third plant was producing semi-preserved herring and the fourth plant was producing caviar [SEP]",15
1482,"[CLS] The <e1>charges</e1> originated in an attempted <e2>blackmail</e2> against Moti, a constitutional lawyer and Australian citizen, in Vanuatu in 1997-98 [SEP]",0
1483,[CLS] The Beatles' 1967 album Sgt. Pepper's Lonely Hearts Club Band has a widely-recognized <e1>album</e1> <e2>cover</e2> which depicts several dozen celebrities and other images [SEP],1
1484,[CLS] <e1>Audiences</e1> are dragged into Troi's counseling <e2>sessions</e2> [SEP],9
1485,"[CLS] The fins extend beyond the <e1>hull</e1> of the <e2>vessel</e2> below the waterline, and alter their angle of attack depending upon heel angle of the vessel [SEP]",2
1486,[CLS] The <e1>passenger</e1> was placed into a small <e2>room</e2> before being transported to Harborview Medical Center for treatment [SEP],9
1487,"[CLS] They went to the mall where my <e1>wallet</e1> was locked in a <e2>safe</e2> that very few people knew how to open, but they persevered [SEP]",11
1488,"[CLS] The fragment that first caught the eye of Stais was one of the corroded, inscribed <e1>plates</e1> that is an integral part of the Antikythera <e2>mechanism</e2>, as the device later came to be called [SEP]",2
1489,"[CLS] The index finger was placed inside a normal <e1>outfielder</e1>'s <e2>glove</e2>, but it seemed placed at an angle where it has a difficult time assisting in the closing of the glove around the ball [SEP]",3
1490,"[CLS] The <e1>electricity</e1> used for distillery <e2>operations</e2> has been estimated at 12.9 kWh/tonne cane, with a best available technology rate of 9.6 kWh/tonne cane [SEP]",4
1491,"[CLS] Researchers placed the compound in a <e1>tube</e1>, which then was put inside a <e2>magnet</e2> [SEP]",9
1492,[CLS] Generally it appears that most of the <e1>damage</e1> was caused by the winds and the rough <e2>seas</e2> [SEP],7
1493,[CLS] <e1>Radiology</e1> is the branch or specialty of medicine that deals with the study and application of <e2>imaging technology</e2> [SEP],0
1494,[CLS] World practices have shown that often local authorities are quicker to respond to the natural <e1>disasters</e1> caused by the climate <e2>change</e2> [SEP],7
1495,"[CLS] Earthly Powers is a meta-novel, then, an unexpected <e1>masterpiece</e1> by a mediocre <e2>novelist</e2> [SEP]",16
1496,[CLS] This is usually accomplished by placing the <e1>ball</e1> in a wire <e2>basket</e2> or container that substantially conforms to the shape of the ball [SEP],11
1497,"[CLS] There are four locations of this restaurant, owned by the Buckley <e1>company</e1> of Dublin <e2>butchers</e2> [SEP]",0
1498,[CLS] The lower <e1>house</e1> was composed of elected <e2>representatives</e2> [SEP],6
1499,"[CLS] Therefore, a different method is used, involving a condom, some <e1>strawberry</e1> <e2>syrup</e2>, and a piece of 1/2"" aluminium plating (not as kinky as it sounds) [SEP]",18
1500,[CLS] The funds raised through this appeal have a direct impact on the people affected by the severe <e1>devastations</e1> caused by the <e2>storms</e2> [SEP],7
1501,[CLS] The popcorn <e1>truck</e1> was improvised by an Armenian cabinet <e2>maker</e2> who came here in 1914 to escape Turkish massacres [SEP],16
1502,[CLS] Every morning / night we have a <e1>psittacosis</e1> of green <e2>parrots</e2> doing a couple of loops around our house [SEP],6
1503,[CLS] The <e1>book</e1> by the death-march <e2>survivor</e2> constitutes the basis of the case [SEP],16
1504,[CLS] The <e1>harness</e1> was in a <e2>chest</e2> [SEP],0
1505,[CLS] The <e1>drug</e1> release from the <e2>microcapsules</e2> was diffusion controlled [SEP],17
1506,[CLS] The R&B <e1>singer</e1> has issued a <e2>statement</e2> expressing remorse 'over what transpired' and saying he is seeking counselling [SEP],15
1507,"[CLS] As the group ventures deeper into the forest, the eerie <e1>realm</e1> unleashes its <e2>spirits</e2> unto the intruders, killing them one by one [SEP]",0
1508,"[CLS] The <e1>chairman</e1> of the <e2>political party</e2> or the independent/primary candidate entitled to representatives, as appropriate, must provide a notice of authorization [SEP]",5
1509,[CLS] Whenever we try a new butcher we always buy the <e1>butcher</e1>'s <e2>sausage</e2> first [SEP],15
1510,[CLS] This was demonstrated for a <e1>servomotor</e1> driven-robot <e2>arm</e2> using a computer simulation [SEP],2
1511,[CLS] Preventing <e1>stream</e1> and riverbank <e2>erosion</e2> is one of the main focuses in riparian protection and restoration [SEP],0
1512,"[CLS] The <e1>film</e1>'s star, writer and <e2>director</e2>, Tommy Wiseau, has claimed it to be a black comedy, but other actors involved in the production believe it was supposed to be a melodramatic romance [SEP]",16
1513,[CLS] His graduation <e1>thesis</e1> supplied valuable <e2>background information</e2> on the subject of the duel [SEP],13
1514,[CLS] His <e1>career</e1> was most recently summarised in John Bray's <e2>biography</e2> of Gallienus [SEP],14
1515,"[CLS] Its <e1>collections</e1> illustrate admirably the <e2>natural history</e2>, archeology and art of Southern India [SEP]",13
1516,[CLS] <e1>Outbreaks</e1> caused by the oral vaccine's live <e2>virus</e2> have happened before [SEP],7
1517,"[CLS] He took a <e1>ring</e1> <e2>folder</e2>, and a pad of paper suitably punched to fit the ring folder [SEP]",2
1518,"[CLS] In tele-operation, a human <e1>operator</e1> manipulates a control <e2>stick</e2> to generate a command signal so that a robot performs a specified task [SEP]",3
1519,[CLS] The site contained photos of female celebrities exposing their <e1>belly</e1> <e2>buttons</e2> [SEP],1
1520,"[CLS] Despite being a fan of 1860 Munich, he ended up playing for the youth <e1>squad</e1> of their <e2>rivals</e2>, Bayern Munich, in 1959 [SEP]",6
1521,[CLS] <e1>Results</e1> from this testing were presented in a previous technical progress <e2>report</e2> for this project [SEP],14
1522,[CLS] The <e1>programmes</e1> explored Britain's favourite <e2>games</e2> across a century of childhood [SEP],13
1523,"[CLS] On Sunday afternoon, <e1>passengers</e1> on the United flight were leaving the <e2>airport</e2> after being taken to a room there for about three hours [SEP]",17
1524,[CLS] The <e1>compromise</e1> resolved the crisis through a series of secret <e2>negotiations</e2> involving Republican and Democratic politicians and various interest groups [SEP],7
1525,[CLS] <e1>Men</e1> work inside a <e2>caisson</e2> while excavating for bridge foundations [SEP],0
1526,"[CLS] In other words, when the <e1>teacher</e1> is the source of the <e2>information</e2>, the learning path tends to be teacher-to-learner [SEP]",18
1527,"[CLS] Several merry answers were made to my question, which entertained us 'till bed time, and filled my mind with a <e1>huddle</e1> of <e2>ideas</e2> [SEP]",6
1528,[CLS] A passenger was taken into custody after trying to bring a <e1>suitcase</e1> full of <e2>cocaine</e2> onto a plane at Philadelphia International Airport [SEP],12
1529,[CLS] A <e1>man</e1> who absconded from a <e2>hospital</e2> in Abergavenny has been found by police [SEP],17
1530,"[CLS] Unlike our expectation, this <e1>religion</e1> is spreading faster into the <e2>country</e2> [SEP]",9
1531,[CLS] This <e1>book</e1> approaches <e2>painting</e2> in a traditional manner with an extreme sensitivity to light and texture [SEP],13
1532,[CLS] An initial Phase 1 <e1>packet</e1> arrived from an unrecognized peer <e2>gateway</e2> [SEP],17
1533,"[CLS] After wrapping him in a light blanket, they placed the <e1>infant</e1> in the <e2>cradle</e2> his father had carved for him [SEP]",9
1534,[CLS] The <e1>nurse</e1> wields the <e2>scalpel</e2> [SEP],3
1535,"[CLS] <e1>Mosquitoes</e1> are spreading into new <e2>places</e2>, bringing malaria and dengue fever with them [SEP]",9
1536,"[CLS] Beginning in 1939, the <e1>factory</e1>'s passenger <e2>cars</e2> were sold under the Moskvitch (""Muscovite"") brand [SEP]",15
1537,"[CLS] The <e1>bathtub</e1> was full of <e2>books</e2>, and extra space became paramount [SEP]",12
1538,[CLS] Zhao Guoxiang in his <e1>speech</e1> pointed out that this <e2>competition</e2> is an important measure for the cultivation of academic atmosphere [SEP],13
1539,"[CLS] The fine powder was loaded into a rubber bag of 3/4"" diameter and the <e1>bag</e1> was contained in a stainless or plastic <e2>sheath</e2> [SEP]",11
1540,[CLS] This absorbency is important in a <e1>candle</e1> because the <e2>wick</e2> needs to absorb liquid wax and move it upward while the candle is burning [SEP],1
1541,[CLS] The light <e1>combustibles</e1> are dropped in to a <e2>bunker</e2> as the combustible fuel for use in the steam boiler for generation of steam [SEP],9
